id,name,type,description,rarity,height,width,price
1172,猪灵头颅饰台,decoration,,green,2,2,4452
1173,烛台,decoration,,gray,2,1,2910
1174,冰雪女王,mob;magic,,red,4,4,1326960
1175,幻影骑士,mob;magic,,gold,5,5,691600
1176,九头蛇,mob;magic,,red,5,5,1795500
1177,米诺菇,mob;magic,,red,5,4,1468292
1178,暮色恶魂,mob;magic,,red,4,4,1409040
1179,娜迦,mob;magic,,red,3,5,1271578
1180,巫妖,mob;magic,,red,4,4,1560060
1181,巫妖的仆从,mob;magic,,red,3,5,1727100
1182,雪怪首领,mob;magic,,gold,4,4,537320
1183,黑曜石TNT,decoration;tech,,blue,2,2,16356
1184,钚球,tech,,blue,2,2,18270
1185,传送核心,tech,,purple,2,2,90514
1186,纯净的锇浆液,tech,,purple,2,2,129368
1187,纯净的金浆液,tech,,purple,2,2,110756
1188,纯净的铅浆液,tech,,blue,2,2,16356
1189,纯净的铁浆液,tech,,purple,2,2,62727
1190,纯净的铜浆液,tech,,purple,2,2,63336
1191,纯净的锡浆液,tech,,blue,2,2,16530
1192,纯净的铀浆液,tech,,blue,2,2,17748
1193,粗锇,decoration,,green,2,2,11520
1194,粗氟石晶体,decoration,,green,2,2,4200
1195,粗铅,decoration,,green,2,2,3990
1196,粗锡,decoration,,green,2,2,4032
1197,粗铀,decoration,,green,2,2,4326
1198,电解核心,tech,,purple,2,2,117932
1199,锇锭,ore,,blue,1,1,7938
1200,锇粉,ore,,blue,1,1,7695
1201,锇晶体,tech,,purple,2,2,105482
1202,锇块,decoration;tech,,purple,2,2,120291
1203,锇矿石 - 安山岩,ore;decoration,,blue,1,1,16848
1204,锇矿石 - 花岗岩,ore;decoration;natural,,blue,1,1,16848
1205,锇矿石 - 闪长岩,ore;decoration,,blue,1,1,17172
1206,锇矿石,ore;decoration,,blue,2,2,16848
1207,锇矿物碎块,decoration;tech,,purple,2,2,120291
1208,锇粒,ore,,blue,1,1,8424
1209,锇碎块,decoration;tech,,purple,2,2,120291
1210,锇碎片,ore;loot;tech,,red,3,3,1066250
1211,反物质球,tech,,blue,2,2,203000
1212,方铅矿石,ore;decoration,,green,2,2,8505
1213,氟石,decoration;tech,,purple,2,2,83542
1214,氟石粉,ore;decoration,,green,1,1,2892
1215,富集红石,decoration;tech,,purple,2,2,123018
1216,富集金,tech,,purple,2,2,118146
1217,富集强化黑曜石,decoration;tech,,purple,2,2,147683
1218,富集碳,tech,,blue,2,2,17748
1219,富集铁,tech,,purple,2,2,57855
1220,富集锡,tech,,purple,2,2,60900
1221,富集钻石,decoration;tech,,gold,2,5,362155
1222,钢锭,ore,,blue,1,1,8181
1223,钢粉,ore,,blue,1,1,7938
1224,钢粒,ore,,green,1,1,7614
1225,钢质机壳,tech,,purple,2,2,143115
1226,高级控制电路,tech,,purple,1,1,121470
1227,高密度聚乙烯棒,tech,,blue,2,2,18096
1228,高密度聚乙烯棍,tech,,blue,2,2,17226
1229,高密度聚乙烯片,tech,,blue,2,2,16356
1230,高密度聚乙烯丸,tech,,blue,2,2,18444
1231,灌注合金,ore;tech,,gold,1,1,393820
1232,黑曜石粉,ore;decoration,,green,1,1,2835
1233,黄铀锭,ore,,green,1,1,2778
1234,黄铀块,decoration;tech,,purple,2,2,62118
1235,黄铀矿石,ore;decoration,,green,2,2,5897
1236,基础控制电路,tech,,purple,1,1,31973
1237,基片,tech,,blue,2,2,18270
1238,金粉,ore,,blue,1,1,8505
1239,金晶体,tech,,purple,2,2,132091
1240,金碎块,decoration;tech,,purple,2,2,134815
1241,金碎片,ore;loot;tech,,red,3,2,1178487
1242,精英控制电路,tech,,gold,3,4,502425
1243,锯末,tech,,blue,2,2,17226
1244,锂粉,ore,,green,1,1,2920
1245,硫粉,ore,,green,1,1,2920
1246,绿宝石粉,ore;decoration,,purple,1,1,112266
1247,氯化氢,tech,,blue,2,2,18444
1248,煤粉,ore,,green,1,1,2778
1249,木炭粉,ore,,green,1,1,2892
1250,钋球,tech,,blue,2,2,17922
1251,铅锭,ore,,green,1,1,2750
1252,铅粉,ore,,green,1,1,2665
1253,铅晶体,tech,,blue,2,2,17226
1254,铅块,decoration;tech,,purple,2,2,153773
1255,铅矿石,ore;decoration,,green,2,2,8343
1256,铅粒,ore,,green,1,1,2920
1257,铅碎块,decoration;tech,,purple,2,2,75333
1258,铅碎片,ore;loot;tech,,gold,4,2,592200
1259,强化合金,ore;tech,,gold,1,1,400970
1260,强化黑曜石锭,ore;decoration,,blue,1,1,7695
1261,强化黑曜石粉,ore;decoration,,blue,1,1,8505
1262,强化黑曜石粒,ore;decoration,,blue,1,1,8181
1263,强化荧石锭,ore;decoration,,blue,1,1,8343
1264,强化荧石粒,ore;decoration,,blue,1,1,7776
1265,青金石粉,ore;decoration,,blue,1,1,8424
1266,青铜锭,ore,,blue,1,1,8505
1267,青铜粉,ore,,blue,1,1,8262
1268,青铜粒,ore,,blue,1,1,7938
1269,染料基础,tech,,green,2,2,17922
1270,生物燃料,tech,,blue,2,2,17052
1271,石英粉,ore;decoration,,green,1,1,2665
1272,太阳能板,decoration;tech,,purple,1,1,31668
1273,铁粉,ore,,green,1,1,2920
1274,铁晶体,tech,,blue,2,2,16530
1275,铁碎块,decoration;tech,,purple,2,2,83542
1276,铁碎片,ore;loot;tech,,gold,2,5,580394
1277,铜粉,ore,,green,1,1,2948
1278,铜晶体,tech,,blue,2,2,16704
1279,铜矿石碎块,ore;decoration,,green,1,1,8019
1280,铜碎块,decoration;tech,,purple,2,2,73095
1281,铜碎片,ore;loot;tech,,gold,5,4,586029
1282,污浊锇粉,ore,,blue,1,1,8100
1283,污浊金粉,ore,,blue,1,1,7857
1284,污浊铅粉,ore,,green,1,1,2807
1285,污浊铁粉,ore,,green,1,1,2693
1286,污浊铜粉,ore,,green,1,1,2722
1287,污浊锡粉,ore,,green,1,1,2835
1288,污浊下界合金碎片,ore;loot;tech,,red,3,2,817444
1289,污浊铀粉,ore,,green,1,1,2665
1290,锡锭,ore,,green,1,1,2778
1291,锡粉,ore,,green,1,1,2693
1292,锡晶体,tech,,purple,2,2,60900
1293,锡块,decoration;tech,,purple,2,2,138900
1294,锡矿石,ore;decoration,,green,2,2,8424
1295,锡矿石碎块,ore;decoration,,green,1,1,8343
1296,锡粒,ore,,green,1,1,2948
1297,锡碎块,decoration;tech,,purple,2,2,138900
1298,锡碎片,ore;loot;tech,,gold,4,4,535315
1299,下界合金粉,ore,,red,1,1,238140
1300,盐,tech,,blue,2,2,17922
1301,氧气,tech,,blue,2,2,16530
1302,萤石,decoration;tech,,blue,2,2,16878
1303,铀锭,ore,,green,1,1,2977
1304,铀粉,ore,,green,1,1,2892
1305,铀黄饼,tech,,blue,2,2,16704
1306,铀晶体,tech,,blue,2,2,16356
1307,铀块,decoration;tech,,blue,2,2,16704
1308,铀矿石,ore;decoration,,green,2,2,5557
1309,铀粒,ore,,green,1,1,2778
1310,铀碎块,decoration;tech,,blue,2,2,16704
1311,铀碎片,ore;loot;tech,,gold,5,5,642600
1312,原子合金,ore;tech,,red,5,3,1239750
1313,再处理裂变碎片,ore;loot;tech,,red,2,5,983595
1314,终极控制电路,tech,,gold,2,5,381315
1315,钻石粉,ore;decoration,,purple,1,1,107603
1316,块of铅,decoration;tech,,purple,2,2,129108
1317,铜块,decoration;tech,,purple,2,2,89523
1318,超临界移相器端口,multiblock;tech,,red,5,5,1748250
1319,超临界移相器外壳,multiblock;tech,,red,5,5,1565100
1320,增压线圈,multiblock;tech,,gold,4,4,486920
1321,机器人,mob;tech,,gold,2,3,253596
1322,创造化学品储罐,decoration;tech,,red,3,3,1200970
1323,创造箱柜,decoration;tech,,red,3,4,18920820
1324,创造液体储罐,decoration;tech,,red,4,3,6207060
1325,放射性废料桶,tech,,blue,2,2,16878
1326,高级化学品储罐,decoration;tech,,purple,2,4,88709
1327,高级箱柜,decoration;tech,,purple,3,3,89523
1328,高级液体储罐,decoration;tech,,purple,3,4,111811
1329,基础化学品储罐,decoration;tech,,purple,4,3,110756
1330,基础箱柜,decoration;tech,,purple,2,3,74587
1331,基础液体储罐,decoration;tech,,purple,2,4,81819
1332,精英化学品储罐,decoration;tech,,gold,3,3,301455
1333,精英箱柜,decoration;tech,,gold,3,4,330510
1334,精英液体储罐,decoration;tech,,gold,4,3,358638
1335,聚变堆框架,decoration;tech,,red,4,4,1075320
1336,无尽催化剂,tech;magic,催化无尽的贪婪,red,1,1,4846666
1337,无尽之锭,ore;tech;magic,,red,1,2,6666666
1338,终极化学品储罐,decoration;tech,,red,3,4,877007
1339,终极能量立方,tech,,gold,4,3,393108
1340,终极箱柜,decoration;tech,,red,2,3,671283
1341,终极液体储罐,decoration;tech,,red,2,4,738219
1342,创造能量立方,tech,,red,3,3,7777060
1343,高级能量立方,tech,,purple,2,2,129108
1344,基础能量立方,tech,,purple,2,2,57855
1345,精英能量立方,tech,,gold,3,5,463000
1346,动态储罐,multiblock;decoration;tech,,gold,5,5,660450
1347,动态储罐阀门,multiblock;decoration;tech,,gold,5,5,647500
1348,结构玻璃,multiblock;decoration;tech,,gold,4,5,567559
1349,风力发电机,tech,,blue,4,3,28932
1350,高级太阳能发电机,tech,,purple,2,3,73841
1351,燃气发电机,tech,,blue,2,4,26084
1352,热力发电机,tech,,blue,3,3,27405
1353,生物能发电机,tech,,blue,3,4,31645
1354,太阳能发电机,tech,,blue,4,3,28631
1355,感应端口,multiblock;tech,,gold,4,4,538720
1356,感应外壳,multiblock;tech,,gold,4,4,549080
1357,高级电路板,multiblock;decoration;tech,,red,4,4,1332000
1358,高级感应供应器,multiblock;tech,,red,4,4,1411920
1359,高级感应元件,multiblock;tech,,red,4,4,1332000
1360,高级能量立方_合成用,multiblock;tech,,red,4,4,1278720
1361,基础电路板,multiblock;decoration;tech,,red,4,4,1358640
1362,基础感应供应器,multiblock;tech,,gold,4,4,492100
1363,基础感应元件,multiblock;tech,,gold,4,4,528360
1364,基础能量立方_合成用,multiblock;tech,,gold,4,4,507640
1365,进阶电路板,multiblock;decoration;tech,,gold,4,4,486920
1366,精英电路板,multiblock;decoration;tech,,red,4,4,1278720
1367,精英感应供应器,multiblock;tech,,red,4,4,1358640
1368,精英感应元件,multiblock;tech,,red,4,4,1278720
1369,精英能量立方_合成用,multiblock;tech,,red,4,4,1398600
1370,能量板_合成用,multiblock;decoration;tech,,gold,4,4,533540
1371,终极电路板,multiblock;decoration;tech,,red,4,4,1252080
1372,终极感应供应器,multiblock;tech,,red,4,4,1332000
1373,终极感应元件,multiblock;tech,,red,4,4,1252080
1374,终极能量立方_合成用,multiblock;tech,,red,4,4,1371960
1375,专业电路板,multiblock;decoration;tech,,gold,4,4,528360
1376,高级电路,multiblock;tech,,red,4,4,1318680
1377,基础电路,multiblock;tech,,gold,4,4,523180
1378,精英电路,multiblock;tech,,red,4,4,1265400
1379,白色气球,tool;tech,,purple,2,2,144347
1380,便携传送器,tool;tech,,purple,2,2,137538
1381,步话机,tool;tech,,purple,2,2,159863
1382,餐壶,tool;tech,,purple,2,2,99153
1383,橙色气球,tool;tech,,purple,2,2,159863
1384,辞典,book;tool;tech,,purple,1,1,117932
1385,淡灰色气球,tool;tech,,purple,2,2,97254
1386,淡蓝色气球,tool;tech,,purple,2,2,95004
1387,滴管,tool;tech,,purple,2,2,117932
1388,锇铲,tool;tech,,gold,3,1,182835
1389,锇锄头,tool;tech,,gold,5,1,527800
1390,锇盾,tool;equipment;tech,,red,3,2,677676
1391,锇斧头,tool;tech,,gold,3,2,236192
1392,锇镐,tool;tech,,gold,3,2,233706
1393,锇镐尖斧,tool;tech,,gold,3,2,238678
1394,放射量测定器,tool;tech,,purple,2,2,124236
1395,粉红色气球,tool;tech,,purple,2,2,121470
1396,盖革计数器,tool;tech,,purple,2,2,117932
1397,钢铲,tool;tech,,gold,3,1,165255
1398,钢锄头,tool;tech,,gold,5,1,330510
1399,钢盾,tool;equipment;tech,,red,3,2,613744
1400,钢斧头,tool;tech,,gold,3,2,243651
1401,钢镐,tool;tech,,gold,3,2,241165
1402,钢镐尖斧,tool;tech,,gold,3,2,246137
1403,合成配方,tool;tech,,purple,2,2,149205
1404,黑色气球,tool;tech,,purple,2,2,129368
1405,黑曜石铲,tool;decoration;tech,,purple,3,1,50631
1406,黑曜石锄头,tool;decoration;tech,,purple,5,1,113215
1407,黑曜石斧头,tool;decoration;tech,,purple,3,2,74587
1408,黑曜石镐尖斧,tool;decoration;tech,,purple,3,2,75333
1409,红色气球,tool;tech,,purple,2,2,73095
1410,黄绿色气球,tool;tech,,purple,2,2,144347
1411,黄色气球,tool;tech,,purple,2,2,144638
1412,灰色气球,tool;tech,,purple,2,2,100143
1413,金镐尖斧,tool;tech,,gold,3,2,263541
1414,精炼黑曜石盾牌,tool;equipment;decoration;tech,,gold,3,2,251109
1415,精致的荧石盾,tool;equipment;decoration;tech,,gold,3,2,243651
1416,蓝色气球,tool;tech,,purple,2,2,99153
1417,绿色气球,tool;tech,,purple,2,2,121800
1418,木镐尖斧,tool;tech,,purple,3,2,78316
1419,能量板,tool;decoration;tech,,purple,1,1,287085
1420,配置卡,tool;tech,,purple,2,2,138900
1421,配置器,tool;tech,,purple,2,2,132091
1422,品红色气球,tool;tech,,purple,2,2,89523
1423,强化黑曜石镐,tool;decoration;tech,,gold,3,2,258568
1424,强化荧石镐,tool;decoration;tech,,gold,3,2,246137
1425,青金石铲,tool;decoration;tech,,gold,3,1,175803
1426,青金石锄头,tool;decoration;tech,,gold,4,1,393108
1427,青金石盾,tool;equipment;decoration;tech,,red,3,2,652103
1428,青金石斧头,tool;decoration;tech,,gold,3,2,258568
1429,青金石镐,tool;decoration;tech,,gold,3,2,256082
1430,青金石镐尖斧,tool;decoration;tech,,gold,3,2,261054
1431,青色气球,tool;tech,,purple,2,2,136177
1432,青铜铲,tool;tech,,gold,3,1,172287
1433,青铜锄头,tool;tech,,gold,5,1,444843
1434,青铜盾,tool;equipment;tech,,red,3,2,639317
1435,青铜斧头,tool;tech,,gold,3,2,253596
1436,青铜镐,tool;tech,,gold,3,2,251109
1437,青铜镐尖斧,tool;tech,,gold,3,2,256082
1438,石镐尖斧,tool;decoration;tech,,purple,3,2,75333
1439,铁镐尖斧,tool;tech,,purple,3,2,77570
1440,网络读取器,tool;tech,,purple,2,2,94366
1441,下界合金镐尖斧,ore;tool;tech,,red,3,2,632924
1442,荧石铲,tool;decoration;tech,,purple,3,1,54851
1443,荧石锄头,tool;decoration;tech,,purple,3,1,122650
1444,荧石斧头,tool;decoration;tech,,purple,3,2,70858
1445,荧石镐尖斧,tool;decoration;tech,,purple,3,2,71603
1446,原子分解机,tool;tech,,gold,5,2,487200
1447,振动读取器,tool;tech,,purple,2,2,78316
1448,紫色气球,tool;tech,,purple,2,2,136177
1449,棕色气球,tool;tech,,purple,2,2,99153
1450,钻石镐尖斧,tool;decoration;tech,,red,3,2,632924
1451,Meka工具,tool;tech,,purple,2,2,98217
1452,高级机械管道,tech,,purple,2,2,132091
1453,高级加压管道,tech,,purple,2,2,146160
1454,高级热导线缆,tech,,purple,2,2,100143
1455,高级通用线缆,tech,,purple,2,2,104427
1456,高级物流管道,tech,,purple,2,2,95328
1457,基础机械管道,tech,,blue,2,2,17226
1458,基础加压管道,tech,,blue,2,2,17052
1459,基础热导线缆,tech,,purple,2,2,64554
1460,基础通用线缆,tech,,purple,2,2,61509
1461,基础物流管道,tech,,purple,2,2,61509
1462,精英机械管道,tech,,gold,2,5,481157
1463,精英加压管道,tech,,gold,2,2,412763
1464,精英热导线缆,tech,,gold,2,2,393108
1465,精英通用线缆,tech,,gold,4,4,431226
1466,精英物流管道,tech,,gold,2,2,385700
1467,限流管道,tech,,blue,2,2,16530
1468,终极机械管道,tech,,gold,2,4,422240
1469,终极加压管道,tech,,gold,3,4,404901
1470,终极热导线缆,tech,,gold,3,2,444843
1471,终极通用线缆,tech,,gold,3,3,430360
1472,终极物流管道,tech,,gold,4,2,416694
1473,转运管道,tech,,blue,2,2,18444
1474,安全设置台,tech,,blue,2,2,18096
1475,充电台,tech,,blue,2,2,17226
1476,传送机,tech,,blue,2,2,62727
1477,传送框架,decoration;tech,,purple,2,2,62118
1478,电动泵,tech,,blue,2,2,17226
1479,电解分离器,tech,,blue,2,2,17052
1480,电力熔炼炉,tech,,blue,2,2,17400
1481,电阻型加热器,tech,,blue,2,2,18096
1482,锇压缩机,tech,,purple,2,2,121470
1483,反质子核合成器,tech,,blue,2,2,18096
1484,粉碎机,tech,,blue,2,2,16704
1485,富集仓,tech,,blue,2,2,16356
1486,改造站,tech,,blue,2,2,17748
1487,高级粉碎工厂,tech,,purple,3,3,87696
1488,高级富集工厂,tech,,purple,3,4,106537
1489,高级灌注工厂,tech,,purple,4,3,109701
1490,高级锯木工厂,tech,,purple,2,3,79062
1491,高级熔炼工厂,tech,,purple,2,4,85264
1492,高级融合工厂,tech,,purple,3,3,95918
1493,高级提纯工厂,tech,,purple,3,4,99153
1494,高级压射工厂,tech,,purple,4,3,111811
1495,高级压缩工厂,tech,,purple,2,3,70112
1496,工业报警器,tech,,blue,2,2,16704
1497,公式装配器,tech,,blue,2,2,17400
1498,固体燃料加热器,tech,,blue,2,2,16704
1499,化学灌注器,tech,,blue,2,2,17574
1500,化学结晶器,tech,,blue,2,2,17922
1501,化学清洗机,tech,,blue,2,2,17574
1502,化学溶解室,tech,,blue,2,2,16530
1503,化学压射室,tech,,blue,2,2,18096
1504,化学氧化机,tech,,blue,2,2,17922
1505,回旋式气液转换机,tech,,blue,2,2,17922
1506,基础粉碎工厂,tech,,blue,2,4,24115
1507,基础富集工厂,tech,,purple,3,3,94091
1508,基础灌注工厂,tech,,purple,3,4,111811
1509,基础锯木工厂,tech,,blue,4,3,28631
1510,基础熔炼工厂,tech,,purple,2,3,75333
1511,基础融合工厂,tech,,blue,2,4,23131
1512,基础提纯工厂,tech,,blue,3,3,25056
1513,基础压射工厂,tech,,blue,3,4,28631
1514,基础压缩工厂,tech,,blue,4,3,28932
1515,加压反应室,tech,,blue,2,2,17574
1516,精密锯木机,tech,,blue,2,2,17748
1517,精英粉碎工厂,tech,,gold,3,3,319725
1518,精英富集工厂,tech,,gold,3,4,341058
1519,精英灌注工厂,tech,,gold,4,3,351606
1520,精英锯木工厂,tech,,gold,2,3,253596
1521,精英熔炼工厂,tech,,gold,2,4,272731
1522,精英融合工厂,tech,,gold,3,3,307545
1523,精英提纯工厂,tech,,gold,3,4,362155
1524,精英压射工厂,tech,,gold,4,3,358638
1525,精英压缩工厂,tech,,gold,2,3,256082
1526,可控振源,tech,,blue,2,2,17748
1527,矿典转换器,book;tech,,blue,1,1,8439
1528,量子传送装置,tech,,blue,2,2,57855
1529,流体填充机,tech,,blue,2,2,18270
1530,融合机,tech,,blue,2,2,18270
1531,上色机,tech,,blue,2,2,17052
1532,数字型采矿机,tech,,gold,5,3,463000
1533,私人桶,tech,,blue,2,2,16356
1534,私人箱子,decoration;tech,,purple,2,2,63945
1535,太阳能中子活化器,tech,,blue,2,2,16356
1536,提纯仓,tech,,blue,2,2,17400
1537,同位素离心机,tech,,blue,2,2,17226
1538,维度稳定锚,tech,,blue,2,2,16878
1539,物流分类机,tech,,blue,2,2,18096
1540,颜料混合器,tech,,blue,2,2,17922
1541,颜料提取器,tech,,blue,2,2,18444
1542,冶金灌注机,tech,,purple,2,2,115574
1543,营养液化器,tech,,blue,2,2,17748
1544,纸箱,decoration;tech,,green,2,2,16704
1545,终极粉碎工厂,tech,,gold,2,3,256082
1546,终极富集工厂,tech,,gold,2,4,272731
1547,终极灌注工厂,tech,,gold,3,3,298410
1548,终极锯木工厂,tech,,gold,3,4,351606
1549,终极熔炼工厂,tech,,gold,4,3,958378
1550,终极融合工厂,tech,,gold,2,3,246137
1551,终极提纯工厂,tech,,gold,2,4,289956
1552,终极压射工厂,tech,,gold,3,3,304500
1553,终极压缩工厂,tech,,gold,3,4,355122
1554,白色光滑塑料方块,decoration;tech,,purple,2,2,64554
1555,白色强化塑料方块,decoration;tech,,purple,2,2,116753
1556,白色塑料方块,decoration;tech,,blue,2,2,16356
1557,白色塑料路,decoration;tech,,purple,2,2,64554
1558,白色塑料荧光方块,decoration;tech,,blue,2,2,17052
1559,白色透明塑料方块,decoration;tech,,purple,2,2,61509
1560,橙色光滑塑料方块,decoration;tech,,purple,2,2,63945
1561,橙色强化塑料方块,decoration;tech,,purple,2,2,119364
1562,橙色塑料方块,decoration;tech,,purple,2,2,64554
1563,橙色塑料路,decoration;tech,,purple,2,2,63945
1564,橙色塑料荧光方块,decoration;tech,,blue,2,2,16878
1565,橙色透明塑料方块,decoration;tech,,purple,2,2,60900
1566,粗锇块,decoration,,green,2,2,11400
1567,粗铅块,decoration,,green,2,2,3948
1568,粗锡块,decoration,,green,2,2,3990
1569,粗铀块,decoration,,green,2,2,4284
1570,淡灰色 塑料方块,decoration;tech,,blue,2,2,16530
1571,淡灰色光滑塑料方块,decoration;tech,,purple,2,2,61509
1572,淡灰色强化塑料方块,decoration;tech,,purple,2,2,143115
1573,淡灰色塑料路,decoration;tech,,purple,2,2,61509
1574,淡灰色塑料荧光方块,decoration;tech,,purple,2,2,64554
1575,淡蓝色光滑塑料方块,decoration;tech,,purple,2,2,63336
1576,淡蓝色强化塑料方块,decoration;tech,,purple,2,2,132091
1577,淡蓝色塑料方块,decoration;tech,,purple,2,2,63945
1578,淡蓝色塑料路,decoration;tech,,purple,2,2,63336
1579,淡蓝色塑料荧光方块,decoration;tech,,blue,2,2,16704
1580,粉色光滑塑料方块,decoration;tech,,blue,2,2,16356
1581,粉色强化塑料方块,decoration;tech,,purple,2,2,152250
1582,粉色塑料方块,decoration;tech,,blue,2,2,16530
1583,粉色塑料路,decoration;tech,,blue,2,2,16356
1584,粉色塑料荧光方块,decoration;tech,,blue,2,2,17226
1585,粉色透明塑料方块,decoration;tech,,purple,2,2,62118
1586,氟石块,decoration;tech,,purple,2,2,101263
1587,钢块,decoration;tech,,purple,2,2,110756
1588,黑色光滑塑料方块,decoration;tech,,blue,2,2,16530
1589,黑色强化塑料方块,decoration;tech,,purple,2,2,137538
1590,黑色塑料方块,decoration;tech,,blue,2,2,16704
1591,黑色塑料路,decoration;tech,,blue,2,2,16530
1592,黑色塑料荧光方块,decoration;tech,,purple,2,2,60900
1593,黑色透明塑料方块,decoration;tech,,purple,2,2,62727
1594,红色光滑塑料方块,decoration;tech,,blue,2,2,17052
1595,红色强化塑料方块,decoration;tech,,purple,2,2,141624
1596,红色塑料方块,decoration;tech,,blue,2,2,17226
1597,红色塑料路,decoration;tech,,blue,2,2,17052
1598,红色塑料荧光方块,decoration;tech,,purple,2,2,62727
1599,红色透明塑料方块,decoration;tech,,purple,2,2,64554
1600,黄色光滑塑料方块,decoration;tech,,blue,2,2,16530
1601,黄色强化塑料方块,decoration;tech,,purple,2,2,137538
1602,黄色塑料方块,decoration;tech,,blue,2,2,16704
1603,黄色塑料路,decoration;tech,,blue,2,2,16530
1604,黄色塑料荧光方块,decoration;tech,,purple,2,2,60900
1605,黄色透明塑料方块,decoration;tech,,purple,2,2,62727
1606,灰色光滑塑料方块,decoration;tech,,purple,2,2,63336
1607,灰色强化塑料方块,decoration;tech,,purple,2,2,132091
1608,灰色塑料方块,decoration;tech,,purple,2,2,63945
1609,灰色塑料路,decoration;tech,,purple,2,2,63336
1610,灰色塑料荧光方块,decoration;tech,,blue,2,2,16704
1611,灰色透明塑料方块,decoration;tech,,blue,2,2,17226
1612,蓝色光滑塑料方块,decoration;tech,,blue,2,2,16356
1613,蓝色强化塑料方块,decoration;tech,,purple,2,2,91350
1614,蓝色塑料方块,decoration;tech,,blue,2,2,16530
1615,蓝色塑料路,decoration;tech,,blue,2,2,16356
1616,蓝色塑料荧光方块,decoration;tech,,blue,2,2,17226
1617,蓝色透明塑料方块,decoration;tech,,purple,2,2,62118
1618,亮绿色光滑塑料方块,decoration;tech,,purple,2,2,63945
1619,亮绿色强化塑料方块,decoration;tech,,purple,2,2,133453
1620,亮绿色塑料方块,decoration;tech,,purple,2,2,64554
1621,亮绿色塑料路,decoration;tech,,purple,2,2,63945
1622,亮绿色塑料荧光方块,decoration;tech,,blue,2,2,16878
1623,亮绿色透明塑料方块,decoration;tech,,purple,2,2,60900
1624,绿色光滑塑料方块,decoration;tech,,purple,2,2,60900
1625,绿色强化塑料方块,decoration;tech,,purple,2,2,111811
1626,绿色塑料方块,decoration;tech,,purple,2,2,61509
1627,绿色塑料路,decoration;tech,,purple,2,2,60900
1628,绿色塑料荧光方块,decoration;tech,,purple,2,2,63945
1629,绿色透明塑料方块,decoration;tech,,blue,2,2,16530
1630,木炭块,decoration;tech,,blue,2,2,16704
1631,品红色 光滑塑料方块,decoration;tech,,purple,2,2,63336
1632,品红色 强化塑料方块,decoration;tech,,purple,2,2,118146
1633,品红色塑料方块,decoration;tech,,blue,2,2,17226
1634,品红色塑料路,decoration;tech,,blue,2,2,17052
1635,品红色塑料荧光方块,decoration;tech,,purple,2,2,62727
1636,品红色透明塑料方块,decoration;tech,,purple,2,2,64554
1637,浅灰色透明塑料方块,decoration;tech,,blue,2,2,16704
1638,浅蓝色透明塑料方块,decoration;tech,,blue,2,2,17226
1639,强化黑曜石,decoration;tech,,purple,2,2,91350
1640,强化荧石,decoration;tech,,purple,2,2,129368
1641,青色光滑塑料方块,decoration;tech,,purple,2,2,60900
1642,青色强化塑料方块,decoration;tech,,purple,2,2,125008
1643,青色塑料方块,decoration;tech,,purple,2,2,61509
1644,青色塑料路,decoration;tech,,purple,2,2,60900
1645,青色塑料荧光方块,decoration;tech,,purple,2,2,63945
1646,青色透明塑料方块,decoration;tech,,blue,2,2,16530
1647,紫色光滑塑料方块,decoration;tech,,purple,2,2,60900
1648,紫色强化塑料方块,decoration;tech,,purple,2,2,144347
1649,紫色塑料方块,decoration;tech,,purple,2,2,61509
1650,紫色塑料路,decoration;tech,,purple,2,2,60900
1651,紫色塑料荧光方块,decoration;tech,,purple,2,2,63945
1652,紫色透明塑料方块,decoration;tech,,blue,2,2,16530
1653,棕色光滑塑料方块,decoration;tech,,blue,2,2,16356
1654,棕色强化塑料方块,decoration;tech,,purple,2,2,117932
1655,棕色塑料方块,decoration;tech,,blue,2,2,16530
1656,棕色塑料路,decoration;tech,,blue,2,2,16356
1657,棕色塑料荧光方块,decoration;tech,,blue,2,2,17226
1658,棕色透明塑料方块,decoration;tech,,purple,2,2,62118
1659,暮色传送门,multiblock;decoration;magic;tech,,red,4,5,1575355
1660,热力蒸馏塔,multiblock;tech,,gold,4,5,567559
1661,MEK传送器,multiblock;tech,,gold,4,4,518000
1662,MEK动态储罐,multiblock;decoration;tech,,gold,5,5,660450
1663,MEK工业蒸汽涡轮,multiblock;tech,,gold,5,5,628075
1664,MEK聚变反应堆,multiblock;tech,,red,5,5,1714950
1665,黑体辐射腔,multiblock;tech,,gold,4,4,512820
1666,激光,multiblock;tech,,gold,4,4,507640
1667,激光聚焦矩阵,multiblock;tech,,gold,4,5,561767
1668,激光牵引光束,multiblock;tech,,gold,4,4,549080
1669,激光增幅器,multiblock;tech,,gold,4,4,507640
1670,聚变堆控制器,multiblock;tech,,red,5,5,1748250
1671,聚变堆逻辑适配器,multiblock;tech,,red,5,5,1581750
1672,聚变反应堆端口,multiblock;tech,,red,5,5,1665000
1673,控制棒组件,multiblock;tech,,gold,4,4,533540
1674,裂变反应堆端口,multiblock;tech,,red,5,5,1565100
1675,裂变反应堆逻辑适配器,multiblock;tech,,red,5,5,1631700
1676,裂变反应堆外壳,multiblock;tech,,red,5,5,1598400
1677,裂变燃料组件,multiblock;tech,,red,5,5,1631700
1678,强化玻璃,multiblock;decoration;tech,,red,4,4,1385280
1679,锅炉阀门,multiblock;decoration;tech,,gold,5,5,647500
